Algorithm,Experiment,VMid,RT,Cost,Power
ILBA-HB,29,7,20.250,8.100,136.350
ILBA-HB,29,8,24.000,0.600,1.900
ILBA-HB,29,9,75.000,7.500,47.500
ILBA-HB,29,10,36.000,8.100,85.387
ILBA-HB,29,11,20.250,8.100,136.350
ILBA-HB,29,12,12.000,0.300,0.950
ILBA-HB,29,13,75.000,7.500,47.500
ILBA-HB,29,14,36.000,8.100,85.387
ILBA-HB,29,15,20.250,8.100,136.350
ILBA-HB,29,16,48.000,1.200,3.800
ILBA-HB,29,17,75.000,7.500,47.500
ILBA-HB,29,18,36.000,8.100,85.387
ILBA-HB,29,19,20.250,8.100,136.350
ILBA-HB,29,20,12.000,0.300,0.950
ILBA-HB,29,21,75.000,7.500,47.500
ILBA-HB,29,24,0.000,0.000,0.000
ILBA-HB,29,28,0.000,0.000,0.000
ILBA-HB,29,22,36.000,8.100,85.387
ILBA-HB,29,23,20.250,8.100,136.350
ILBA-HB,29,25,75.000,7.500,47.500
ILBA-HB,29,26,36.000,8.100,85.387
ILBA-HB,29,27,20.250,8.100,136.350
ILBA-HB,29,29,75.000,7.500,47.500
ILBA-HB,29,30,36.000,8.100,85.387
ILBA-HB,29,31,20.250,8.100,136.350
ILBA-HB,29,32,12.000,0.300,0.950
ILBA-HB,29,33,75.000,7.500,47.500
ILBA-HB,29,34,36.000,8.100,85.387
ILBA-HB,29,35,20.250,8.100,136.350
ILBA-HB,29,36,0.000,0.000,0.000
ILBA-HB,29,37,75.000,7.500,47.500
ILBA-HB,29,38,36.000,8.100,85.387
ILBA-HB,29,40,0.000,0.000,0.000
ILBA-HB,29,44,0.000,0.000,0.000
ILBA-HB,29,39,20.250,8.100,136.350
ILBA-HB,29,41,75.000,7.500,47.500
ILBA-HB,29,42,36.000,8.100,85.387
ILBA-HB,29,43,20.250,8.100,136.350
ILBA-HB,29,45,75.000,7.500,47.500
ILBA-HB,29,46,36.000,8.100,85.387
ILBA-HB,29,47,21.000,8.400,141.400
ILBA-HB,29,48,0.000,0.000,0.000
ILBA-HB,29,49,75.000,7.500,47.500
ILBA-HB,30,0,16.000,0.300,0.950
ILBA-HB,30,1,8.000,0.600,3.800
ILBA-HB,30,2,5.333,0.900,9.488
ILBA-HB,30,3,3.000,0.900,15.150
ILBA-HB,30,4,0.000,0.000,0.000
ILBA-HB,30,5,8.000,0.600,3.800
ILBA-HB,30,6,5.333,0.900,9.488
ILBA-HB,30,7,3.000,0.900,15.150
ILBA-HB,30,8,0.000,0.000,0.000
ILBA-HB,30,12,0.000,0.000,0.000
ILBA-HB,30,9,8.000,0.600,3.800
ILBA-HB,30,10,5.333,0.900,9.488
ILBA-HB,30,11,3.000,0.900,15.150
ILBA-HB,30,13,8.000,0.600,3.800
ILBA-HB,30,14,5.333,0.900,9.488
ILBA-HB,30,15,3.000,0.900,15.150
ILBA-HB,30,16,0.000,0.000,0.000
ILBA-HB,30,17,8.000,0.600,3.800
ILBA-HB,30,18,5.333,0.900,9.488
ILBA-HB,30,19,3.000,0.900,15.150
ILBA-HB,30,20,0.000,0.000,0.000
ILBA-HB,30,21,8.000,0.600,3.800
ILBA-HB,30,22,5.333,0.900,9.488
ILBA-HB,30,23,3.000,0.900,15.150
ILBA-HB,30,24,0.000,0.000,0.000
ILBA-HB,30,25,8.000,0.600,3.800
ILBA-HB,30,28,0.000,0.000,0.000
ILBA-HB,30,29,8.000,0.600,3.800
ILBA-HB,30,26,5.333,0.900,9.488
ILBA-HB,30,27,3.000,0.900,15.150
ILBA-HB,30,30,5.333,0.900,9.488
ILBA-HB,30,31,3.000,0.900,15.150
ILBA-HB,30,32,0.000,0.000,0.000
ILBA-HB,30,33,8.000,0.600,3.800
ILBA-HB,30,34,5.333,0.900,9.488
ILBA-HB,30,36,0.000,0.000,0.000
ILBA-HB,30,35,3.000,0.900,15.150
ILBA-HB,30,37,8.000,0.600,3.800
ILBA-HB,30,38,5.333,0.900,9.488
ILBA-HB,30,39,3.000,0.900,15.150
ILBA-HB,30,40,0.000,0.000,0.000
ILBA-HB,30,41,8.000,0.600,3.800
ILBA-HB,30,42,5.333,0.900,9.488
ILBA-HB,30,44,0.000,0.000,0.000
ILBA-HB,30,45,8.000,0.600,3.800
ILBA-HB,30,43,3.000,0.900,15.150
ILBA-HB,30,46,5.333,0.900,9.488
ILBA-HB,30,47,3.000,0.900,15.150
ILBA-HB,30,48,0.000,0.000,0.000
ILBA-HB,30,49,4.000,0.300,1.900
ILBA-HB,31,0,16.000,0.300,0.950
ILBA-HB,31,1,12.000,0.900,5.700
ILBA-HB,31,2,8.889,1.500,15.813
ILBA-HB,31,3,6.000,1.800,30.300
ILBA-HB,31,4,0.000,0.000,0.000
ILBA-HB,31,5,12.000,0.900,5.700
ILBA-HB,31,6,8.889,1.500,15.813
ILBA-HB,31,7,6.000,1.800,30.300
ILBA-HB,31,8,16.000,0.300,0.950
ILBA-HB,31,9,12.000,0.900,5.700
ILBA-HB,31,10,8.889,1.500,15.813
ILBA-HB,31,11,6.000,1.800,30.300
ILBA-HB,31,12,0.000,0.000,0.000
ILBA-HB,31,13,12.000,0.900,5.700
ILBA-HB,31,14,8.889,1.500,15.813
ILBA-HB,31,15,6.000,1.800,30.300
ILBA-HB,31,16,0.000,0.000,0.000
ILBA-HB,31,17,12.000,0.900,5.700
ILBA-HB,31,20,16.000,0.300,0.950
ILBA-HB,31,18,8.889,1.500,15.813
ILBA-HB,31,19,6.000,1.800,30.300
ILBA-HB,31,21,12.000,0.900,5.700
ILBA-HB,31,22,8.889,1.500,15.813
ILBA-HB,31,23,6.000,1.800,30.300
ILBA-HB,31,24,0.000,0.000,0.000
ILBA-HB,31,25,12.000,0.900,5.700
ILBA-HB,31,26,17.778,3.000,31.625
ILBA-HB,31,27,6.000,1.800,30.300
ILBA-HB,31,28,0.000,0.000,0.000
ILBA-HB,31,29,12.000,0.900,5.700
ILBA-HB,31,30,8.889,1.500,15.813
ILBA-HB,31,31,6.000,1.800,30.300
ILBA-HB,31,32,16.000,0.300,0.950
ILBA-HB,31,33,12.000,0.900,5.700
ILBA-HB,31,34,8.889,1.500,15.813
ILBA-HB,31,36,16.000,0.300,0.950
ILBA-HB,31,35,6.000,1.800,30.300
ILBA-HB,31,37,12.000,0.900,5.700
ILBA-HB,31,38,10.667,1.800,18.975
ILBA-HB,31,39,6.000,1.800,30.300
ILBA-HB,31,40,0.000,0.000,0.000
ILBA-HB,31,41,12.000,0.900,5.700
ILBA-HB,31,42,10.667,1.800,18.975
ILBA-HB,31,43,6.000,1.800,30.300
ILBA-HB,31,44,0.000,0.000,0.000
ILBA-HB,31,45,12.000,0.900,5.700
ILBA-HB,31,46,10.667,1.800,18.975
ILBA-HB,31,48,16.000,0.300,0.950
ILBA-HB,31,49,8.000,0.600,3.800
ILBA-HB,31,47,6.000,1.800,30.300
ILBA-HB,32,0,16.000,0.300,0.950
ILBA-HB,32,1,28.000,2.100,13.300
ILBA-HB,32,2,14.222,2.400,25.300
ILBA-HB,32,3,8.000,2.400,40.400
ILBA-HB,32,4,16.000,0.300,0.950
ILBA-HB,32,5,24.000,1.800,11.400
ILBA-HB,32,6,14.222,2.400,25.300
ILBA-HB,32,7,8.000,2.400,40.400
ILBA-HB,32,8,0.000,0.000,0.000
ILBA-HB,32,12,16.000,0.300,0.950
ILBA-HB,32,9,24.000,1.800,11.400
ILBA-HB,32,10,14.222,2.400,25.300
ILBA-HB,32,11,8.000,2.400,40.400
ILBA-HB,32,13,24.000,1.800,11.400
ILBA-HB,32,14,14.222,2.400,25.300
ILBA-HB,32,15,8.000,2.400,40.400
ILBA-HB,32,16,48.000,0.900,2.850
ILBA-HB,32,17,24.000,1.800,11.400
ILBA-HB,32,18,14.222,2.400,25.300
ILBA-HB,32,19,8.000,2.400,40.400
ILBA-HB,32,20,16.000,0.300,0.950
ILBA-HB,32,21,24.000,1.800,11.400
ILBA-HB,32,24,0.000,0.000,0.000
ILBA-HB,32,28,32.000,0.600,1.900
ILBA-HB,32,22,14.222,2.400,25.300
ILBA-HB,32,23,8.000,2.400,40.400
ILBA-HB,32,25,24.000,1.800,11.400
ILBA-HB,32,26,14.222,2.400,25.300
ILBA-HB,32,27,8.000,2.400,40.400
ILBA-HB,32,29,24.000,1.800,11.400
ILBA-HB,32,30,14.222,2.400,25.300
ILBA-HB,32,31,8.000,2.400,40.400
ILBA-HB,32,32,16.000,0.300,0.950
ILBA-HB,32,33,24.000,1.800,11.400
ILBA-HB,32,34,14.222,2.400,25.300
ILBA-HB,32,35,9.000,2.700,45.450
ILBA-HB,32,36,16.000,0.300,0.950
ILBA-HB,32,37,24.000,1.800,11.400
ILBA-HB,32,38,14.222,2.400,25.300
ILBA-HB,32,40,0.000,0.000,0.000
ILBA-HB,32,44,16.000,0.300,0.950
ILBA-HB,32,39,9.000,2.700,45.450
ILBA-HB,32,41,24.000,1.800,11.400
ILBA-HB,32,42,14.222,2.400,25.300
ILBA-HB,32,43,9.000,2.700,45.450
ILBA-HB,32,45,24.000,1.800,11.400
ILBA-HB,32,46,14.222,2.400,25.300
ILBA-HB,32,47,9.000,2.700,45.450
ILBA-HB,32,48,0.000,0.000,0.000
ILBA-HB,32,49,24.000,1.800,11.400
ILBA-HB,33,0,0.000,0.000,0.000
ILBA-HB,33,1,40.000,3.000,19.000
ILBA-HB,33,2,19.556,3.300,34.788
ILBA-HB,33,3,11.000,3.300,55.550
ILBA-HB,33,4,0.000,0.000,0.000
ILBA-HB,33,5,40.000,3.000,19.000
ILBA-HB,33,6,19.556,3.300,34.788
ILBA-HB,33,7,11.000,3.300,55.550
ILBA-HB,33,8,0.000,0.000,0.000
ILBA-HB,33,9,40.000,3.000,19.000
ILBA-HB,33,10,19.556,3.300,34.788
ILBA-HB,33,11,11.000,3.300,55.550
ILBA-HB,33,12,0.000,0.000,0.000
ILBA-HB,33,13,40.000,3.000,19.000
ILBA-HB,33,14,19.556,3.300,34.788
ILBA-HB,33,15,11.000,3.300,55.550
ILBA-HB,33,16,0.000,0.000,0.000
ILBA-HB,33,17,40.000,3.000,19.000
ILBA-HB,33,18,19.556,3.300,34.788
ILBA-HB,33,19,11.000,3.300,55.550
ILBA-HB,33,20,0.000,0.000,0.000
ILBA-HB,33,21,40.000,3.000,19.000
ILBA-HB,33,22,19.556,3.300,34.788
ILBA-HB,33,23,11.000,3.300,55.550
ILBA-HB,33,24,0.000,0.000,0.000
ILBA-HB,33,25,40.000,3.000,19.000
ILBA-HB,33,26,28.444,4.800,50.600
ILBA-HB,33,27,11.000,3.300,55.550
ILBA-HB,33,28,0.000,0.000,0.000
ILBA-HB,33,29,40.000,3.000,19.000
ILBA-HB,33,30,19.556,3.300,34.788
ILBA-HB,33,31,11.000,3.300,55.550
ILBA-HB,33,32,0.000,0.000,0.000
ILBA-HB,33,33,36.000,2.700,17.100
ILBA-HB,33,34,19.556,3.300,34.788
ILBA-HB,33,35,11.000,3.300,55.550
ILBA-HB,33,36,0.000,0.000,0.000
ILBA-HB,33,37,36.000,2.700,17.100
ILBA-HB,33,38,19.556,3.300,34.788
ILBA-HB,33,39,11.000,3.300,55.550
ILBA-HB,33,40,0.000,0.000,0.000
ILBA-HB,33,41,36.000,2.700,17.100
ILBA-HB,33,42,19.556,3.300,34.788
ILBA-HB,33,44,0.000,0.000,0.000
ILBA-HB,33,45,36.000,2.700,17.100
ILBA-HB,33,43,11.000,3.300,55.550
ILBA-HB,33,46,19.556,3.300,34.788
ILBA-HB,33,47,11.000,3.300,55.550
ILBA-HB,33,48,0.000,0.000,0.000
ILBA-HB,33,49,36.000,2.700,17.100
ILBA-HB,34,0,0.000,0.000,0.000
ILBA-HB,34,1,48.000,3.600,22.800
ILBA-HB,34,2,23.111,3.900,41.113
ILBA-HB,34,3,14.000,4.200,70.700
ILBA-HB,34,4,0.000,0.000,0.000
ILBA-HB,34,5,44.000,3.300,20.900
ILBA-HB,34,6,23.111,3.900,41.113
ILBA-HB,34,7,14.000,4.200,70.700
ILBA-HB,34,8,0.000,0.000,0.000
ILBA-HB,34,9,44.000,3.300,20.900
ILBA-HB,34,10,23.111,3.900,41.113
ILBA-HB,34,11,14.000,4.200,70.700
ILBA-HB,34,12,0.000,0.000,0.000
ILBA-HB,34,13,44.000,3.300,20.900
ILBA-HB,34,14,23.111,3.900,41.113
ILBA-HB,34,15,14.000,4.200,70.700
ILBA-HB,34,16,0.000,0.000,0.000
ILBA-HB,34,17,44.000,3.300,20.900
ILBA-HB,34,20,0.000,0.000,0.000
ILBA-HB,34,18,23.111,3.900,41.113
ILBA-HB,34,19,14.000,4.200,70.700
ILBA-HB,34,21,44.000,3.300,20.900
ILBA-HB,34,22,24.889,4.200,44.275
ILBA-HB,34,23,14.000,4.200,70.700
ILBA-HB,34,24,0.000,0.000,0.000
ILBA-HB,34,25,44.000,3.300,20.900
ILBA-HB,34,26,46.222,7.800,82.225
ILBA-HB,34,27,14.000,4.200,70.700
ILBA-HB,34,28,0.000,0.000,0.000
ILBA-HB,34,29,44.000,3.300,20.900
ILBA-HB,34,30,24.889,4.200,44.275
ILBA-HB,34,31,14.000,4.200,70.700
ILBA-HB,34,32,0.000,0.000,0.000
ILBA-HB,34,33,44.000,3.300,20.900
ILBA-HB,34,34,24.889,4.200,44.275
ILBA-HB,34,36,0.000,0.000,0.000
ILBA-HB,34,35,14.000,4.200,70.700
ILBA-HB,34,37,44.000,3.300,20.900
ILBA-HB,34,38,24.889,4.200,44.275
ILBA-HB,34,39,14.000,4.200,70.700
ILBA-HB,34,40,0.000,0.000,0.000
ILBA-HB,34,41,44.000,3.300,20.900
ILBA-HB,34,42,24.889,4.200,44.275
ILBA-HB,34,43,14.000,4.200,70.700
ILBA-HB,34,44,0.000,0.000,0.000
ILBA-HB,34,45,44.000,3.300,20.900
ILBA-HB,34,46,24.889,4.200,44.275
ILBA-HB,34,47,14.000,4.200,70.700
ILBA-HB,34,48,0.000,0.000,0.000
ILBA-HB,34,49,44.000,3.300,20.900
ILBA-HB,35,0,32.000,0.600,1.900
ILBA-HB,35,1,60.000,4.500,28.500
ILBA-HB,35,2,28.444,4.800,50.600
ILBA-HB,35,3,16.000,4.800,80.800
ILBA-HB,35,4,16.000,0.300,0.950
ILBA-HB,35,5,56.000,4.200,26.600
ILBA-HB,35,6,28.444,4.800,50.600
ILBA-HB,35,7,16.000,4.800,80.800
ILBA-HB,35,8,0.000,0.000,0.000
ILBA-HB,35,12,16.000,0.300,0.950
ILBA-HB,35,9,56.000,4.200,26.600
ILBA-HB,35,10,28.444,4.800,50.600
ILBA-HB,35,11,16.000,4.800,80.800
ILBA-HB,35,13,56.000,4.200,26.600
ILBA-HB,35,14,28.444,4.800,50.600
ILBA-HB,35,15,16.000,4.800,80.800
ILBA-HB,35,16,32.000,0.600,1.900
ILBA-HB,35,17,56.000,4.200,26.600
ILBA-HB,35,18,28.444,4.800,50.600
ILBA-HB,35,19,17.000,5.100,85.850
ILBA-HB,35,20,16.000,0.300,0.950
ILBA-HB,35,21,56.000,4.200,26.600
ILBA-HB,35,22,28.444,4.800,50.600
ILBA-HB,35,23,17.000,5.100,85.850
ILBA-HB,35,24,0.000,0.000,0.000
ILBA-HB,35,25,56.000,4.200,26.600
ILBA-HB,35,28,32.000,0.600,1.900
ILBA-HB,35,29,56.000,4.200,26.600
ILBA-HB,35,26,28.444,4.800,50.600
ILBA-HB,35,27,17.000,5.100,85.850
ILBA-HB,35,30,28.444,4.800,50.600
ILBA-HB,35,31,17.000,5.100,85.850
ILBA-HB,35,32,16.000,0.300,0.950
ILBA-HB,35,33,56.000,4.200,26.600
ILBA-HB,35,34,28.444,4.800,50.600
ILBA-HB,35,35,17.000,5.100,85.850
ILBA-HB,35,36,16.000,0.300,0.950
ILBA-HB,35,37,56.000,4.200,26.600
ILBA-HB,35,38,28.444,4.800,50.600
ILBA-HB,35,39,17.000,5.100,85.850
ILBA-HB,35,40,0.000,0.000,0.000
ILBA-HB,35,41,56.000,4.200,26.600
ILBA-HB,35,42,28.444,4.800,50.600
ILBA-HB,35,44,16.000,0.300,0.950
ILBA-HB,35,45,56.000,4.200,26.600
ILBA-HB,35,43,17.000,5.100,85.850
ILBA-HB,35,46,28.444,4.800,50.600
ILBA-HB,35,47,17.000,5.100,85.850
ILBA-HB,35,48,0.000,0.000,0.000
ILBA-HB,35,49,56.000,4.200,26.600
ILBA-HB,36,0,16.000,0.300,0.950
ILBA-HB,36,1,72.000,5.400,34.200
ILBA-HB,36,2,33.778,5.700,60.088
ILBA-HB,36,3,19.000,5.700,95.950
ILBA-HB,36,4,16.000,0.300,0.950
ILBA-HB,36,5,72.000,5.400,34.200
ILBA-HB,36,6,33.778,5.700,60.088
ILBA-HB,36,7,19.000,5.700,95.950
ILBA-HB,36,8,16.000,0.300,0.950
ILBA-HB,36,9,72.000,5.400,34.200
ILBA-HB,36,10,33.778,5.700,60.088
ILBA-HB,36,11,19.000,5.700,95.950
ILBA-HB,36,12,0.000,0.000,0.000
ILBA-HB,36,13,72.000,5.400,34.200
ILBA-HB,36,14,33.778,5.700,60.088
ILBA-HB,36,15,19.000,5.700,95.950
ILBA-HB,36,16,0.000,0.000,0.000
ILBA-HB,36,17,68.000,5.100,32.300
ILBA-HB,36,18,33.778,5.700,60.088
ILBA-HB,36,19,19.000,5.700,95.950
ILBA-HB,36,20,0.000,0.000,0.000
ILBA-HB,36,21,68.000,5.100,32.300
ILBA-HB,36,22,33.778,5.700,60.088
ILBA-HB,36,23,19.000,5.700,95.950
ILBA-HB,36,24,0.000,0.000,0.000
ILBA-HB,36,25,68.000,5.100,32.300
ILBA-HB,36,28,0.000,0.000,0.000
ILBA-HB,36,29,68.000,5.100,32.300
ILBA-HB,36,26,33.778,5.700,60.088
ILBA-HB,36,27,19.000,5.700,95.950
ILBA-HB,36,30,33.778,5.700,60.088
ILBA-HB,36,31,19.000,5.700,95.950
ILBA-HB,36,32,16.000,0.300,0.950
ILBA-HB,36,33,68.000,5.100,32.300
ILBA-HB,36,34,33.778,5.700,60.088
ILBA-HB,36,35,19.000,5.700,95.950
ILBA-HB,36,36,0.000,0.000,0.000
ILBA-HB,36,37,68.000,5.100,32.300
ILBA-HB,36,38,33.778,5.700,60.088
ILBA-HB,36,39,19.000,5.700,95.950
ILBA-HB,36,40,16.000,0.300,0.950
ILBA-HB,36,41,68.000,5.100,32.300
ILBA-HB,36,42,33.778,5.700,60.088
ILBA-HB,36,43,19.000,5.700,95.950
ILBA-HB,36,44,0.000,0.000,0.000
ILBA-HB,36,45,68.000,5.100,32.300
ILBA-HB,36,46,33.778,5.700,60.088
ILBA-HB,36,48,64.000,1.200,3.800
ILBA-HB,36,49,68.000,5.100,32.300
ILBA-HB,36,47,19.000,5.700,95.950
ILBA-HB,37,0,0.000,0.000,0.000
ILBA-HB,37,1,80.000,6.000,38.000
ILBA-HB,37,2,37.333,6.300,66.413
ILBA-HB,37,3,22.000,6.600,111.100
ILBA-HB,37,4,0.000,0.000,0.000
ILBA-HB,37,5,76.000,5.700,36.100
ILBA-HB,37,6,39.111,6.600,69.575
ILBA-HB,37,7,22.000,6.600,111.100
ILBA-HB,37,8,0.000,0.000,0.000
ILBA-HB,37,9,76.000,5.700,36.100
ILBA-HB,37,10,39.111,6.600,69.575
ILBA-HB,37,11,22.000,6.600,111.100
ILBA-HB,37,12,0.000,0.000,0.000
ILBA-HB,37,13,76.000,5.700,36.100
ILBA-HB,37,14,39.111,6.600,69.575
ILBA-HB,37,15,22.000,6.600,111.100
ILBA-HB,37,16,0.000,0.000,0.000
ILBA-HB,37,17,76.000,5.700,36.100
ILBA-HB,37,20,0.000,0.000,0.000
ILBA-HB,37,18,39.111,6.600,69.575
ILBA-HB,37,19,22.000,6.600,111.100
ILBA-HB,37,21,76.000,5.700,36.100
ILBA-HB,37,22,39.111,6.600,69.575
ILBA-HB,37,23,22.000,6.600,111.100
ILBA-HB,37,24,0.000,0.000,0.000
ILBA-HB,37,25,76.000,5.700,36.100
ILBA-HB,37,26,60.444,10.200,107.525
ILBA-HB,37,27,22.000,6.600,111.100
ILBA-HB,37,28,0.000,0.000,0.000
ILBA-HB,37,29,76.000,5.700,36.100
ILBA-HB,37,30,39.111,6.600,69.575
ILBA-HB,37,31,22.000,6.600,111.100
ILBA-HB,37,32,0.000,0.000,0.000
ILBA-HB,37,33,76.000,5.700,36.100
ILBA-HB,37,34,39.111,6.600,69.575
ILBA-HB,37,35,22.000,6.600,111.100
ILBA-HB,37,36,0.000,0.000,0.000
ILBA-HB,37,37,76.000,5.700,36.100
ILBA-HB,37,38,39.111,6.600,69.575
ILBA-HB,37,40,0.000,0.000,0.000
ILBA-HB,37,44,0.000,0.000,0.000
ILBA-HB,37,39,22.000,6.600,111.100
ILBA-HB,37,41,76.000,5.700,36.100
ILBA-HB,37,42,39.111,6.600,69.575
ILBA-HB,37,43,22.000,6.600,111.100
ILBA-HB,37,45,76.000,5.700,36.100
ILBA-HB,37,46,39.111,6.600,69.575
ILBA-HB,37,48,0.000,0.000,0.000
ILBA-HB,37,49,76.000,5.700,36.100
ILBA-HB,37,47,22.000,6.600,111.100
ILBA-HB,38,0,0.000,0.000,0.000
ILBA-HB,38,1,92.000,6.900,43.700
ILBA-HB,38,2,42.667,7.200,75.900
ILBA-HB,38,3,25.000,7.500,126.250
ILBA-HB,38,4,0.000,0.000,0.000
ILBA-HB,38,5,88.000,6.600,41.800
ILBA-HB,38,6,42.667,7.200,75.900
ILBA-HB,38,7,25.000,7.500,126.250
ILBA-HB,38,8,0.000,0.000,0.000
ILBA-HB,38,12,0.000,0.000,0.000
ILBA-HB,38,9,88.000,6.600,41.800
ILBA-HB,38,10,42.667,7.200,75.900
ILBA-HB,38,11,25.000,7.500,126.250
ILBA-HB,38,13,88.000,6.600,41.800
ILBA-HB,38,14,42.667,7.200,75.900
ILBA-HB,38,15,25.000,7.500,126.250
ILBA-HB,38,16,0.000,0.000,0.000
ILBA-HB,38,17,88.000,6.600,41.800
ILBA-HB,38,20,0.000,0.000,0.000
ILBA-HB,38,18,42.667,7.200,75.900
ILBA-HB,38,19,25.000,7.500,126.250
ILBA-HB,38,21,88.000,6.600,41.800
ILBA-HB,38,22,42.667,7.200,75.900
ILBA-HB,38,23,25.000,7.500,126.250
ILBA-HB,38,24,0.000,0.000,0.000
ILBA-HB,38,25,88.000,6.600,41.800
ILBA-HB,38,26,64.000,10.800,113.850
ILBA-HB,38,27,25.000,7.500,126.250
ILBA-HB,38,28,0.000,0.000,0.000
ILBA-HB,38,29,88.000,6.600,41.800
ILBA-HB,38,30,42.667,7.200,75.900
ILBA-HB,38,31,25.000,7.500,126.250
ILBA-HB,38,32,0.000,0.000,0.000
ILBA-HB,38,33,88.000,6.600,41.800
ILBA-HB,38,34,42.667,7.200,75.900
ILBA-HB,38,35,25.000,7.500,126.250
ILBA-HB,38,36,0.000,0.000,0.000
ILBA-HB,38,37,88.000,6.600,41.800
ILBA-HB,38,38,42.667,7.200,75.900
ILBA-HB,38,40,0.000,0.000,0.000
ILBA-HB,38,44,0.000,0.000,0.000
ILBA-HB,38,39,25.000,7.500,126.250
ILBA-HB,38,41,88.000,6.600,41.800
ILBA-HB,38,42,42.667,7.200,75.900
ILBA-HB,38,43,25.000,7.500,126.250
ILBA-HB,38,45,88.000,6.600,41.800
ILBA-HB,38,46,42.667,7.200,75.900
ILBA-HB,38,47,25.000,7.500,126.250
ILBA-HB,38,48,0.000,0.000,0.000
ILBA-HB,38,49,88.000,6.600,41.800
ILBA-HB,39,0,0.000,0.000,0.000
ILBA-HB,39,1,104.000,7.800,49.400
ILBA-HB,39,2,48.000,8.100,85.387
ILBA-HB,39,3,27.000,8.100,136.350
ILBA-HB,39,4,0.000,0.000,0.000
ILBA-HB,39,5,100.000,7.500,47.500
ILBA-HB,39,6,48.000,8.100,85.387
ILBA-HB,39,7,27.000,8.100,136.350
ILBA-HB,39,8,0.000,0.000,0.000
ILBA-HB,39,9,100.000,7.500,47.500
ILBA-HB,39,10,48.000,8.100,85.387
ILBA-HB,39,11,27.000,8.100,136.350
ILBA-HB,39,12,0.000,0.000,0.000
ILBA-HB,39,13,100.000,7.500,47.500
ILBA-HB,39,14,48.000,8.100,85.387
ILBA-HB,39,15,27.000,8.100,136.350
ILBA-HB,39,16,0.000,0.000,0.000
ILBA-HB,39,17,100.000,7.500,47.500
ILBA-HB,39,20,0.000,0.000,0.000
ILBA-HB,39,18,48.000,8.100,85.387
ILBA-HB,39,19,27.000,8.100,136.350
ILBA-HB,39,21,100.000,7.500,47.500
ILBA-HB,39,22,48.000,8.100,85.387
ILBA-HB,39,23,27.000,8.100,136.350
ILBA-HB,39,24,0.000,0.000,0.000
ILBA-HB,39,25,100.000,7.500,47.500
ILBA-HB,39,26,69.333,11.700,123.337
ILBA-HB,39,27,27.000,8.100,136.350
ILBA-HB,39,28,0.000,0.000,0.000
ILBA-HB,39,29,100.000,7.500,47.500
ILBA-HB,39,30,48.000,8.100,85.387
ILBA-HB,39,31,27.000,8.100,136.350
ILBA-HB,39,32,0.000,0.000,0.000
ILBA-HB,39,33,100.000,7.500,47.500
ILBA-HB,39,34,48.000,8.100,85.387
ILBA-HB,39,35,27.000,8.100,136.350
ILBA-HB,39,36,0.000,0.000,0.000
ILBA-HB,39,37,100.000,7.500,47.500
ILBA-HB,39,38,48.000,8.100,85.387
ILBA-HB,39,40,0.000,0.000,0.000
ILBA-HB,39,44,0.000,0.000,0.000
ILBA-HB,39,39,27.000,8.100,136.350
ILBA-HB,39,41,100.000,7.500,47.500
ILBA-HB,39,42,48.000,8.100,85.387
ILBA-HB,39,43,27.000,8.100,136.350
ILBA-HB,39,45,100.000,7.500,47.500
ILBA-HB,39,46,48.000,8.100,85.387
ILBA-HB,39,48,0.000,0.000,0.000
ILBA-HB,39,49,100.000,7.500,47.500
ILBA-HB,39,47,28.000,8.400,141.400
ILBA-HB,40,0,0.000,0.000,0.000
ILBA-HB,40,1,10.000,0.600,3.800
ILBA-HB,40,2,6.667,0.900,9.488
ILBA-HB,40,3,3.750,0.900,15.150
ILBA-HB,40,4,0.000,0.000,0.000
ILBA-HB,40,5,10.000,0.600,3.800
ILBA-HB,40,6,6.667,0.900,9.488
ILBA-HB,40,7,3.750,0.900,15.150
ILBA-HB,40,8,0.000,0.000,0.000
ILBA-HB,40,9,10.000,0.600,3.800
ILBA-HB,40,10,6.667,0.900,9.488
ILBA-HB,40,11,3.750,0.900,15.150
ILBA-HB,40,12,0.000,0.000,0.000
ILBA-HB,40,13,10.000,0.600,3.800
ILBA-HB,40,14,6.667,0.900,9.488
ILBA-HB,40,15,3.750,0.900,15.150
ILBA-HB,40,16,0.000,0.000,0.000
ILBA-HB,40,17,10.000,0.600,3.800
ILBA-HB,40,18,6.667,0.900,9.488
ILBA-HB,40,19,3.750,0.900,15.150
ILBA-HB,40,20,0.000,0.000,0.000
ILBA-HB,40,21,10.000,0.600,3.800
ILBA-HB,40,24,0.000,0.000,0.000
ILBA-HB,40,28,0.000,0.000,0.000
ILBA-HB,40,22,6.667,0.900,9.488
ILBA-HB,40,23,3.750,0.900,15.150
ILBA-HB,40,25,10.000,0.600,3.800
ILBA-HB,40,26,6.667,0.900,9.488
ILBA-HB,40,27,3.750,0.900,15.150
ILBA-HB,40,29,10.000,0.600,3.800
ILBA-HB,40,30,6.667,0.900,9.488
ILBA-HB,40,31,3.750,0.900,15.150
ILBA-HB,40,32,0.000,0.000,0.000
ILBA-HB,40,33,10.000,0.600,3.800
ILBA-HB,40,34,6.667,0.900,9.488
ILBA-HB,40,36,0.000,0.000,0.000
ILBA-HB,40,35,3.750,0.900,15.150
ILBA-HB,40,37,10.000,0.600,3.800
ILBA-HB,40,38,6.667,0.900,9.488
